TPG,2.11,25.8213,18.68,Buy
HLNE,4.64,16.3032,45.67,Hold
SAH,6.8,7.2630,411.66,Hold
DAN,1.53,6.9039,157.13,Hold
VALE,2.18,4.0742,40.87,Buy
MMS,4.16,14.4983,90.89,Buy
WYNN,4.91,19.4472,0,Buy
BSET,1.82,6.4853,56,Buy
RGCO,1.07,11.5203,136.06,StrongBuy
BIO,14.45,18.8173,16.36,Buy
IRWD,0.74,7.8487,0,Buy
DCGO,0.35,39.0056,7.24,Buy
SWK,4.73,22.9437,88.13,Hold
PKG,7.96,8.7927,72.32,Hold
AMR,19.56,2.3434,0.72,Hold
LMT,28.09,11.7597,189.88,Hold
GFL,0.9,11.6490,116.28,Buy
MNST,1.79,29.5637,0.52,Buy
TMCI,-0.6,-20.0503,47.07,Buy
SHO,0.32,10.8824,39.69,Hold
JBI,1.04,7.9848,158.43,Buy
CHWY,0.16,97.5698,141.87,Buy
AAN,1.44,4.1866,96.97,Hold
IP,2.15,6.6726,74.68,Hold
RICK,5.5,10.0891,100.45,Buy
AVB,5.29,19.4278,69.54,Buy
LEGH,2.62,6.7078,1.66,Buy
DTC,1.13,10.0677,30.26,StrongBuy
PRM,0.27,7.5004,67.45,Buy
KR,4.51,8.2701,187,Buy
DAR,6.1,13.5481,106.6,Buy
OSIS,8.54,14.2478,54.13,Buy
PRCT,-1.69,-14.6213,52.98,Buy
LSPD,0.4,-9.3880,0.99,Buy
SCU,1.64,-49.2918,143.94,Buy
DVN,6.5,4.5558,60.41,Buy
TRU,4.26,17.7595,125.37,Buy
XPRO,1.36,13.1958,6.87,Buy
TIMB,1.28,2.2527,70.64,Buy
NICE,9.54,560.5570,24.56,Buy
NDAQ,2.87,15.2726,166.75,Buy
NR,0.28,9.2555,28.24,Buy
TEX,7.17,6.9033,51.44,Buy
STEP,1.79,24.7367,12.85,Hold
ANIK,-0.74,-10.8822,10.9,Buy
NWE,3.57,11.7878,99.32,Hold
KRP,1.44,6.3563,41.67,StrongBuy
VSCO,2.5,5.8454,950.67,Hold
LEGN,-2.39,-22.5376,22.64,Buy
KIM,0.57,17.3597,73.57,Buy
RUSHA,3.1,6.2216,85.51,Buy
VFC,2.36,11.3436,289.52,Hold
HIBB,8.28,4.7557,103.79,Buy
GTN,4.41,6.4566,232.25,Buy
NSSC,1.29,24.8851,4.06,Buy
NOC,24.66,10.7714,112.64,Buy
MLI,5.5,3.8677,1.52,StrongBuy
NSA,0.71,13.8467,153.7,Hold
GPP,2.25,8.0525,0,Hold
PEPG,-3.42,-0.3493,14.5,StrongBuy
MHO,18.22,4.5477,40.85,StrongBuy
VVI,1.24,11.4126,249.52,Buy
AEO,1.36,7.5966,76.72,Hold
IGT,2.05,8.5302,319.05,Buy
CHKP,8.89,15.5113,0.73,Hold
FPI,-0.03,33.6339,74.18,Buy
CBL,0,8.3338,597.37,Buy
CPRX,2.19,7.7843,0.99,Buy
TS,4.69,7.2010,5.14,Buy
PRFT,4.37,13.7564,89.11,Buy
BBY,6.75,7.0153,142.12,Hold
E,3.45,3.5448,60.26,Buy
ALHC,-0.59,-5.4362,80.8,Buy
FRO,3,5.4096,100.08,Hold
GPOR,25.55,1.7484,46.95,Buy
INSE,1.19,8.5300,0,Buy
KDP,1.92,16.2360,56.88,Buy
DISH,0.38,12.2049,129.8,Hold
IMGN,0.2,-18.6658,17.36,Buy
MDGL,-12.87,-9.2978,96.28,Buy
ETNB,-2.53,-7.0358,5.6,StrongBuy
LQDA,-1.1,-8.8499,61.92,Buy
BIVI,-1.25,-2.1152,94,StrongBuy
PHVS,-2.31,-7.6817,0.2,Buy
WFRD,7.07,7.9801,326.34,Buy
CALM,1.6,1.6152,0.11,Hold
VRTV,17.6,6.3033,59.95,StrongBuy
PUMP,1.59,2.8693,6.51,Buy
BASFY,6.36,7.6991,58.34,StrongBuy
TOST,-0.37,-30.9260,3.06,Buy
IKNA,-1.75,-0.4474,3.19,Buy
DY,7.18,8.5032,92.26,Buy
BZH,5.54,6.4105,95.6,Buy
MRTN,1.27,6.6573,0.09,Buy
GDDY,3.5,19.8759,0,Buy
EQX,-0.04,9.7679,35.87,Hold
NXST,27.79,6.7329,280.26,Buy
CCK,7.2,11.8233,274.84,Buy
QNST,0.36,-64.1781,1.99,Buy
CG,3.97,16.1297,139.71,Buy
SITM,1.26,-35.6716,1.32,Buy
FSLY,-0.03,-20.7332,58.08,Hold
NBR,8.74,4.4032,226.91,Hold
MAX,-0.55,-11.9280,0,Buy
SLAB,3.72,26.2449,6.36,Buy
ASTL,1.2,2.9258,8.43,Buy
UNH,26.08,14.2491,71.17,Buy
SAVE,0.51,29.1289,429.04,Hold
SNN,1.89,53.5698,58.09,Buy
HIMS,-0.06,-28.7686,1.59,Buy
HRMY,3.3,11.8128,39.93,Buy
SNPO,0.69,14.5617,78.54,Buy
ENVX,-0.93,-12.3459,70.96,Buy
SIMO,3.8,13.7509,0,Buy
AAP,5.57,9.3376,168.77,Hold
SAND,0.1,15.5614,32.63,Buy
TRMD,5.95,3.1258,73.66,StrongBuy
TAL,0.14,-14.1744,4.55,Buy
EGO,0.49,5.4314,16.5,Hold
THC,6.68,6.8670,300.9,Buy
ETSY,2.84,22.7073,0,Buy
INVH,0.78,21.1138,75.68,Buy
SEE,3.28,8.7771,1228.44,Buy
NRC,1.16,22.8847,26.29,Hold
AGS,0.19,5.9083,922.58,Buy
RHHBY,0,10.9501,87.48,Buy
ASX,0.79,1.2403,58.4,Buy
HES,8.29,11.0699,104.1,Buy
AMK,2.47,10.1227,10.58,Buy
CTRA,2.71,4.1042,20.22,Buy
RKT,0.49,-73.1105,134.13,Hold
AURA,-2.38,-3.4435,12.27,Buy
SBOW,15.41,2.3360,80.43,Buy
HAE,4.24,17.5106,88.47,Buy
PBF,6.69,2.1450,36.23,Hold
INTT,1.14,10.7851,21.49,Buy
PM,6.82,14.1416,0,Buy
LOVE,2.85,11.3007,86.67,StrongBuy
RLGT,0.67,5.1710,47.85,Buy
KLIC,2.12,16.2811,4.1,Hold
ALNT,2.38,10.5034,105.42,Buy
NWSA,0.97,12.8899,47.06,Buy
NOW,12.24,120.3678,31.94,Buy
ZTO,1.78,1.5513,25.91,StrongBuy
FARO,0.64,-13.4231,33.29,Buy
IPG,3.04,9.2773,125.45,Buy
GLDD,0.67,97.4204,124.14,Buy
RVNC,-0.97,-6.1894,1614.23,Buy
AKRO,-3.35,-17.1759,4.21,Buy
PPL,1.7,11.5645,106.6,Buy
MRVI,0.12,7.3418,68.77,Buy
VTYX,-3.74,-9.8820,0.41,Buy
MNDY,1.23,-115.3922,9.62,Buy
RDNT,0.53,18.1533,204.03,Buy
EIX,5.09,11.2093,196.17,Hold
COO,14.17,22.6439,34.46,Buy
XRAY,2.29,15.7961,61.56,Hold
LAZY,0.85,11.7493,143.6,Buy
FMC,7.38,11.4076,143.04,Buy
TGT,9,9.9571,160.73,Buy
ICVX,-2.35,-1.2672,3.41,StrongBuy
APG,1.82,15.6786,93.2,Buy
STRL,4.7,10.9460,78.53,Buy
PSTL,0.11,19.3617,80.48,Buy
IX,10.97,6.0413,157.24,StrongBuy
CCF,0,13.7533,34.45,Buy
SANA,-1.57,-2.5736,31.87,Buy
TRHC,0.25,-14.3079,0,Hold
COUR,0.03,-12.7988,1.65,Buy
EME,11.97,13.1518,26.86,Buy
CNI,6.03,8.8591,85.05,Hold
MTW,1.51,5.2468,72.35,Hold
TAK,1.98,4.0262,75.74,Buy
ADYEY,0,28.7224,7.58,Hold
CCOI,-2.52,28.1338,354.08,Buy
INCY,4.59,20.5585,0.84,Buy
SITE,4.58,20.4912,57.71,Buy
SEDG,10.89,15.1048,29.17,Buy
CAAP,1.23,6.0063,149.14,Hold
ACAD,0.6,-31.8880,14.87,Buy
RYN,0.51,23.5881,83.43,Hold
AVA,2.49,11.8695,121.74,Hold
IEX,8.67,18.9539,48.65,Buy
ULCC,1.17,75.5389,544.88,Buy
SPSC,3.13,60.1050,2.52,Buy
UFCS,1.3,-6.5228,7.39,Hold
NPO,7.75,12.0612,55.36,StrongBuy
KFY,4.46,5.6545,34.22,Buy
FHTX,-2.45,-0.7248,0,Buy
OMC,7.8,8.4577,162.56,Hold
PFE,3.08,6.9047,66.14,Buy
MLKN,2.27,8.0803,121.56,Hold
M,2.81,4.7988,141.85,Hold
FDP,2.38,6.4181,29.75,Buy
SUI,2.69,18.8737,100.01,Buy
GKOS,-1.93,-45.9047,78.96,Buy
EVC,0.46,7.0753,94.11,Buy
SLN,0,-5.3796,2.97,Buy
AIG,7.8,4.6561,51.94,Buy
LMNR,0.32,-30.3088,19.97,Buy
VNO,-0.06,44.5652,140.12,Hold
OKE,4.69,9.8116,177.62,Buy
IBP,10.05,10.2561,169.26,Hold
TDW,7.23,22.2955,20.39,Buy
BAND,1.38,106.2868,146.01,Buy
WCC,17.04,8.0023,126.9,Buy
FIVE,6.55,21.7936,111.51,Buy
SSRM,0.94,15.2990,8.01,Buy
DIS,4.6,15.2543,42.53,Buy
JHG,2.44,7.4682,8.17,Hold
YELP,1.64,27.5732,14.96,Hold
LSTR,8.73,12.7394,14.46,Hold
REPL,-3.73,-3.6617,11.84,Buy
SKT,0.96,16.4148,298.25,Hold
BEP,-0.06,17.2045,85.75,Buy
ROIV,-1.18,-8.8761,36.92,Buy
MUSA,23.13,8.2040,302.13,Hold
WM,6.65,14.0784,221.82,Buy
ZLAB,-2.98,-4.4811,2.04,Buy
NNN,2.19,15.1710,98.17,Buy
DAWN,-2.3,-4.7312,0.14,Buy
PARR,4.28,3.6005,100.87,Buy
AIRS,0.2,56.3898,137.99,Buy
SLB,3.66,14.2909,71.25,Buy
EXPI,0.35,291.8312,0.01,Hold
CRSP,-6.81,-5.5972,13.5,Buy
EHTH,-0.69,-8.0622,11.84,Hold
CLSK,-0.16,-68.1155,3.11,Buy
ACA,3.29,12.5853,25.7,Buy
PACK,-0.18,11.5827,70.89,Buy
FWRG,0.44,21.7250,96.55,Buy
AZZ,4.49,7.2299,122.55,Buy
KIDS,-0.89,-70.7629,0.33,Buy
EMBC,2.02,7.1833,0,Sell
FROG,0.39,-40.3598,4.17,Buy
UMH,0.08,22.8081,114.48,Buy
KEYS,7.77,13.7878,41.29,Buy
HY,4.25,9.1688,177.11,Buy
HELE,10.26,12.0529,58.04,Buy
SMCI,19.22,18.5881,15.69,Buy
RPRX,3.89,20.2990,72.62,Buy
INFN,0.36,20.8873,443.85,Hold
VZIO,0.24,35.4735,3.34,Buy
STC,4.38,10.0365,43.31,Buy
ASTS,-0.88,-2.2354,5.43,Buy
MU,-1.04,15.6480,30.64,Buy
HSTM,0.44,18.5428,6.4,Buy
VLO,14.06,3.2098,40.45,Buy
IMO,6.79,3.9804,18.37,Buy
TXN,7.89,15.6721,70.38,Hold
KRT,1.85,8.4421,41.72,StrongBuy
NTIC,1,42.7851,11.88,Buy
GM,6.99,8.3921,159.16,Buy
NXRT,-0.46,17.7008,337.06,Buy
AIP,-0.42,-6.9703,17.9,Buy
UTI,0.44,13.8190,161.22,Buy
LEU,2.48,16.0206,0,Buy
EPR,2.49,11.4934,122.39,Buy
CBRE,5.33,17.9669,61.57,Buy
YORW,1.59,20.2692,74.47,StrongBuy
ADBE,17.78,37.0639,27.72,Buy
ELV,37.01,8.7376,67.91,Buy
AMC,-1.85,63.5378,0,Sell
DLA,0.07,-171.0230,133.21,Buy
ATEC,-0.92,-23.3376,0,Buy
SDGR,-1.78,-12.8781,19.84,Buy
AZPN,7.31,40.4762,0.69,Hold
CCRN,2.13,4.1670,7.96,Buy
MYRG,6.85,13.2915,12.66,Buy
RDWR,0.62,-28.9723,6.34,Hold
RCL,8.51,16.3023,593.56,Buy
IIIN,3.17,7.7452,0.48,StrongBuy
ITRI,2.73,23.1721,39.84,Hold
SQM,8.99,3.3615,69.76,Buy
THRY,0.9,4.7396,109.48,Buy
AN,21.28,6.8462,346.3,Buy
DGX,9.11,10.9675,77.92,Hold
ERJ,0.93,8.9986,129.09,Buy
SRCL,2.38,11.5673,70.94,Hold
BATL,1.74,1.3971,208.24,Hold
CLVT,0.87,11.0408,71.39,Buy
MAR,9.54,16.6904,0,Hold
LECO,9.73,16.2930,97.25,Buy
DFH,2.69,8.3167,97.66,Hold
TGNA,3.77,5.7676,107.63,Buy
BAM,1.59,9.0726,5.55,Hold
SIBN,-1.03,-15.9700,22.32,Buy
CDNS,5.83,52.0613,22.3,Buy
CLX,6.57,21.1087,761.34,Hold
EXLS,1.58,17.9650,34.23,Buy
XOM,8.82,5.7647,20.05,Buy
WMS,6.26,12.6106,136.99,Buy
ST,4.18,9.4730,118.27,Buy
KRNT,0.25,-10.1148,3.33,Buy
COLL,2.93,5.4344,379.65,Buy
ROP,17.78,24.5331,39.81,Buy
CSWC,2.61,13.0772,106.09,Buy
GWRE,1.16,-58.6734,36.7,Buy
CPA,16.67,4.8842,116.45,Buy
UFI,0.65,-39.0416,45.91,Hold
MTDR,8.95,5.1958,61.23,Buy
CP,3.43,17.9330,57.68,Buy
PENN,0.84,9.3839,276.15,Buy
GOGL,1.11,8.2935,78.46,Buy
MRK,7.86,24.9269,95.27,Buy
MODG,0.87,15.1796,106.47,Buy
CHH,6.78,15.0956,2664.96,Hold
MTZ,5.6,13.3649,136.79,Buy
HQY,2.6,26.7213,48.01,Buy
BYND,-2.76,-7.4482,0,Hold
LPX,4.47,10.7902,28.89,Hold
CSR,-0.9,16.8071,89.77,Hold
TIXT,1.51,8.8456,95.89,Buy
GPS,0.86,9.9663,249.58,Hold
TEO,-0.53,4.8321,61.39,Sell
FLEX,2.72,8.0066,71.02,Buy
MTCH,2.46,16.4246,0,Buy
NEM,3.5,10.0068,31.48,Hold
SWI,0.93,12.3802,90.9,Hold
PVH,11.41,7.3603,75.22,Buy
HUN,1.99,11.3113,50.75,Hold
VTR,0.21,18.4805,131.61,Buy
PSA,11.52,18.3210,67.86,Buy
BRX,0.88,14.7010,172.13,Buy
A,5.7,19.7795,53.38,Buy
TROX,1.59,7.9364,134.56,Buy
APPN,-0.61,-24.1683,345.1,Hold
DOMA,-2.14,-1.2573,1641.83,Buy
TTSH,0.24,8.5585,125.45,Buy
CTVA,3.3,11.5961,20.08,Buy
EVCM,0.5,26.0491,62.32,Buy
BCTX,-1.2,-3.7502,0,Buy
NTNX,1.07,-87.7282,0,Buy
MSEX,2.66,22.2710,95.61,StrongBuy
JKS,8.39,7.6005,180.44,Buy
MFIN,1.55,17.3176,533.73,Hold
MTH,20.1,4.6320,27.78,Buy
CBZ,2.69,17.6049,79.85,Buy
KRUS,0.52,130.3012,68.53,Buy
IPWR,-1.84,-5.7571,1.65,Buy
CSWI,7.91,16.9877,47.32,StrongBuy
PUBM,0.17,15.9102,8.38,Buy
CARS,0.59,10.2108,94.45,Buy
MERC,2.09,8.9467,194.79,Buy
WEX,16.15,10.0412,182.17,Buy
FIS,6.44,11.9950,96.28,Buy
PBA,2.12,11.8813,72.15,Buy
PNM,2.79,11.1555,204.1,Buy
COHU,2.47,9.2758,6.72,Buy
V,9.85,22.7654,52.74,Buy
PLNT,2.56,17.3452,0,Buy
SPNT,1.6,2.9595,35.39,Hold
VICR,1.44,42.1409,1.75,Buy
CENX,0.39,162.4480,142.09,Sell
LIND,-0.07,26.7066,0,Buy
EGAN,0.31,-54.0701,4.65,Buy
EVBG,1.81,-107.5829,177.05,Hold
HAL,3.43,8.6404,104,Buy
PACB,-1.01,-9.4210,146.27,Buy
IDA,5.41,13.9237,86.75,Buy
GILT,0.34,8.2589,1.23,Buy
ZS,2.81,-141.3852,166.95,Buy
AMTX,-0.76,-20.7647,0,Buy
PRAA,0.45,22.2063,225.54,Buy
RRGB,-0.62,12.5753,20870.72,Hold
FORR,2.08,10.8429,40.57,Buy
FL,2.15,8.2474,93.44,Hold
PCG,1.35,13.0380,231.99,Buy
MTSI,2.74,30.5763,70.25,Buy
JRVR,2.39,7.5645,44.05,Buy
TRGP,6.74,8.8669,273.96,Buy
CYTK,-4.04,-7.4679,0,Buy
FRPT,-0.41,-457.3284,42.3,Buy
MASI,3.9,22.7069,75.32,Buy
OCN,4.12,21.7393,2812.79,Buy
OPRX,0.24,-5.3107,0.01,Buy
HCA,20.38,9.5021,8836.88,Buy
IT,11.31,22.1517,532.01,Buy
TXG,-1.18,-35.2834,12.56,Buy
BGS,1.16,9.9212,266.97,Hold
OFIX,-0.06,-31.0564,14.3,StrongBuy
KMTUY,0.98,1.5781,44.5,StrongBuy
ALKT,0.14,-25.7130,31.45,Buy
AMCR,0.75,10.0500,181.08,Hold
SYNA,7.19,11.0035,82.79,Buy
ARCO,0.82,8.1554,411.9,Buy
STAG,0.75,18.2964,71.87,Buy
GLPG,-2.61,-335.7323,0.6,Hold
STX,4.24,33.9129,0,Hold
UNFI,2.56,7.1644,181.54,Hold
SPT,0.2,-52.6971,13.46,Buy
AE,0.81,6.6664,62.2,StrongBuy
BJRI,1.42,13.7250,140.03,Hold
RGEN,2.33,44.8280,21.45,Buy
IMCR,-1.89,-53.7670,24.23,Buy
SKYT,0.22,20.9201,161.01,Buy
ULH,4.68,4.4119,99.03,Hold
MGTX,-1.92,-2.8856,73.83,Buy
HEI,3.37,34.6582,36.79,Buy
PHM,11.86,4.9835,25.19,Buy
Z,1.6,-66.4024,42,Buy
TGLS,4.52,5.5894,36.01,StrongBuy
PAGP,1.29,9.0894,55.84,Buy
FE,2.68,12.7186,218.83,Buy
SON,5.48,8.1487,149.9,Buy
SNOW,1.05,-55.8649,5.6,Buy
EQIX,10.46,33.2567,142.57,Buy
SONO,0.39,70.7920,9.89,Buy
KNTK,2.67,20.0751,157.71,Buy
TTGT,1.75,19.8708,237,Hold
FANG,20.2,5.5817,41.54,Buy
INN,0.12,10.9843,101.03,Hold
JACK,6.85,13.4689,0,Hold
TTEC,2.82,7.7102,162.11,Buy
RPAY,0.94,16.6909,49.02,Buy
LWAY,0.77,13.5511,11.77,Buy
JCI,4.02,14.0141,64.11,Buy
HLX,0.73,10.0516,29.23,Buy
YEXT,0.32,-59.5818,80.52,Hold
OABI,-0.4,-35.4613,7.94,Buy
KRG,0.11,18.7168,80.32,Buy
CCS,9.21,7.4543,54.99,Buy
XAIR,-1.73,-1.1434,43.05,Buy
NS,1.26,8.7273,316.36,Hold
BAK,-0.75,19.3722,802.18,Hold
GRFS,0.49,25.9943,121.94,Buy
UGI,3.11,602.9745,162.73,Buy
OLO,0.18,-14.8976,2.7,Buy
EEFT,8.25,7.4660,138.08,Buy
BLMN,2.88,8.1989,562.54,Buy
ADT,0.5,5.7900,295.73,Buy
RVLV,0.65,13.0306,10.56,Buy
BECN,7.54,9.2196,93.41,Hold
REGN,43.33,16.9868,11.25,Buy
MRAM,0.56,30.6690,13.34,Buy
DTM,3.93,12.7428,76.47,Hold
BHE,2.4,7.5135,50.2,Buy
RNG,3.5,511.0781,0,Buy
CTKB,0.22,-47.2271,3.82,Buy
CCCS,0.34,47.7686,41.1,Buy
KE,3.02,7.7101,54.21,Buy
WOLF,-1.1,-201.0410,265.73,Hold
ECVT,1.09,10.3953,135.1,Buy
WK,0.67,-60.5052,236029.94,Buy
ML,-2.92,-16.1496,83.78,Buy
AER,9.87,16.4297,283.02,Buy
CLPR,0.13,22.0910,6026.4,Buy
PEG,3.69,9.5398,131.75,Buy
BWA,4.38,5.5594,57.2,Buy
NE,5.1,12.6310,15.74,Buy
TECH,2.33,34.7407,23.14,Buy
XOMA,-0.58,-6.9831,0.01,Buy
FIX,8.6,17.5666,25.61,Buy
FA,1.12,9.5788,52,Hold
HXL,2.59,20.0022,46.76,Hold
DNOW,1.02,5.6209,4.33,Buy
WH,4.3,14.8431,233.86,Buy
MLCO,0.9,63.9755,0,Buy
KN,1.19,13.0579,5.82,Buy
CAL,4.64,7.2523,171.11,Buy
DBI,1.55,8.5504,258.06,Hold
MMYT,1.18,76.1643,26.4,Buy
ACLS,8.03,23.7341,10.39,Buy
HCC,4.16,2.4071,19.52,Buy
LE,0.04,7.6237,92.24,Hold
HOLX,3.99,14.1634,54.81,Buy
CIGI,7.72,14.8912,120.17,Buy
PDSB,-1.85,-2.9674,72.49,Buy
MCHP,6.14,11.3751,88.75,Buy
CAG,2.84,10.3490,107.5,Hold
PKOH,3.85,8.4175,257.39,Hold
SVC,-0.17,10.9068,426.82,Hold
SAGE,-6.57,-0.4841,0.89,Hold
DTE,6.68,12.9244,189.5,Buy
CERE,-2.7,-8.7379,137.36,Buy
GWW,38.47,13.6587,86.21,Hold
AJG,10.03,21.9851,71.51,Buy
COLD,0.32,26.8363,106.21,Buy
ROL,0.98,28.7812,46.54,Buy
KTB,4.99,8.4483,263.66,Buy
TAC,0.31,5.0141,190.63,Buy
CTSH,4.69,10.2225,11.48,Hold
DLTR,7.1,13.8065,114.61,Buy
RYI,3.21,6.6908,85.31,Hold
LUNA,0.37,36.3314,36.62,Buy
FOXF,6,16.5483,32.64,Buy
RNW,-0.21,8.8517,466.84,Buy
COGT,-2.02,-4.6904,5.56,StrongBuy
ADM,6.67,10.0215,38.87,Buy
VRDN,-4.89,-2.8614,2.19,Buy
JOBY,-0.71,-10.0919,2.38,Hold
RKLB,-0.24,-21.3512,26.66,Buy
ACN,12.46,18.5128,11.88,Buy
POWI,2.47,33.6391,0,Buy
TRIP,1.38,16.8980,118.05,Hold
ESTC,1.45,-52.7307,143.65,Buy
CHPT,-0.19,-6.3420,114.48,Buy
L,2.9,7.4729,58.53,Hold
PTLO,0.41,24.4259,121.37,StrongBuy
HCP,0.07,-14.2985,1.17,Buy
PH,25.13,15.0808,124.8,Buy
UNP,10.9,13.9096,264.25,Buy
AGI,0.54,10.0895,0.01,Buy
ET,1.47,8.7555,118.1,StrongBuy
MGEE,3.59,13.7290,67.1,Sell
BGFV,0.51,16.4516,111.58,Hold
AGL,0.08,-66.5727,5.79,Buy
COR,12.86,12.0300,688.88,Buy
SLVM,5.62,3.8109,125.87,Buy
SIX,2.14,10.6137,0,Buy
PSX,13.21,6.0954,63.96,Buy
NGVT,5.13,7.7355,223.12,Buy
LUV,2.75,8.3195,86.46,Hold
RDCM,0.41,-28.9267,2.45,Buy
AVDL,-0.35,-8.9918,15.45,Buy
WHD,3.67,13.7870,9.59,Buy
PCT,-0.19,-20.0150,73.7,Buy
EOLS,-0.39,-14.3449,0,Buy
GOLF,3.03,12.9398,72.29,Hold
TEL,7.53,12.4176,37.06,Buy
MTRN,6.7,12.8286,60.27,Buy
SPB,3.98,14.0206,85.05,Buy
AIV,0.26,32.3878,155.72,Hold
ASYS,0.37,26.9258,23.45,Buy
CMBM,1.09,7.6669,20.35,Buy
STNE,0.97,0.5131,32.26,Hold
AXON,3.88,108.2357,49.61,Buy
OTTR,3.79,8.4834,65.8,Hold
PECO,0.43,17.1390,76.17,Hold
HESM,2.57,4.9857,705.77,Buy
USM,0.49,10.3166,89.74,Hold
MA,14.54,28.1111,279.98,Buy
OPAD,-1.9,-1.3987,147.2,Hold
LINC,0.44,14.2017,63.48,Buy
HCCI,2.51,8.9134,47.47,Buy
RMBL,-1,23.6325,429.39,Buy
FSV,5.38,20.7760,84.3,Buy
RGNX,-4.43,-2.1149,22.57,Buy
FOXA,3.8,6.1344,77,Hold
WRK,2.67,6.2250,97.2,Buy
GT,1.33,9.3530,186.5,Buy
VSEC,3.52,12.7749,83.71,Buy
EURN,3.26,5.8917,83.17,Buy
FLGT,-0.92,-10.9730,1.62,Buy
RDFN,-0.95,-8.2968,2299.17,Hold
DDOG,1.62,-354.4206,53.66,Buy
SG,-0.63,-15.3793,59.25,Buy
IRT,0.28,17.9583,70.72,Buy
DDD,-0.07,-8.1187,73.72,Hold
AIZ,13.99,9.5841,47.47,Buy
KEP,4.64,-9.3728,386.3,Sell
HCM,-1.04,-17.3094,5.02,Buy
MAT,1.48,16.1962,134.96,Buy
XPO,3.33,11.2592,289.9,Buy
SNY,8.79,10.4965,28.82,Buy
DPZ,15.72,21.9527,0,Buy
DCBO,0.54,-339.3984,1.88,Buy
LANC,6.83,20.4943,3.48,Hold
PYCR,0.51,993.6359,1.67,Buy
TCEHY,2.82,3.1979,44.91,StrongBuy
D,3.61,10.6783,172.29,Hold
ROAD,1.18,18.1920,90.92,StrongBuy
ASPN,-0.39,-7.0948,31.84,Buy
SAMG,1.81,7.0643,26.59,StrongBuy
ORA,2.66,16.1527,84.58,Buy
CRH,0.18,8.0622,52.55,StrongBuy
HE,2.17,6.8135,157.93,Hold
AVNS,1.54,8.4571,20.56,Hold
GOOG,6.18,17.9598,11.02,Buy
RLI,5.37,6.6235,15.72,Buy
SGA,1.83,6.1500,4.12,Buy
RHP,5.84,13.6572,424.48,Buy
KRTX,-10.61,-14.1379,1.11,Buy
SM,6.84,2.9908,48.05,Buy
CRK,1.66,2.9394,103,Hold
DMRC,-1.38,-18.2182,8.51,Hold
GEL,1.04,9.8723,204.08,Hold
SUM,1.7,10.0860,74.4,Buy
CWEN.A,1.54,11.3668,183.87,Buy
MHK,11.46,6.5541,42.23,Hold
QRVO,7.52,23.4707,53.73,Hold
LSXMA,3.01,9.1620,105.12,Buy
SRI,0.4,13.8674,65.04,StrongBuy
TRUP,-0.6,-25.2076,36.03,Buy
CTLP,0.27,38.0814,24.43,Buy
SEAT,0.34,13.1119,56.62,Buy
ON,5.7,13.1032,53.48,Buy
RIOT,-0.83,-22.3149,1.83,Buy
EDAP,-0.29,-18.7956,12.33,Buy
MITK,1.18,16.5697,71.03,Buy
ATVI,4.42,27.1085,17.37,Hold
BYDDY,0,0.6349,21.22,StrongBuy
GSHD,1.6,55.1059,0,Hold
WIX,3.71,-83.4761,0,Buy
PLAY,4.21,8.0925,911.42,Buy
ABCL,-0.61,-8.9947,7.03,Buy
CRWS,0.76,9.5659,48.32,Hold
WNS,4.87,15.9499,53.2,StrongBuy
CMG,52.58,31.7556,140.52,Buy
CMTL,0.8,19.1885,38.17,Hold
CELH,2.6,-237.2702,0.1,Buy
THRN,0.58,30.0074,48.13,Buy
FOR,3.51,8.4194,55.12,StrongBuy
CNS,3.47,15.9213,26.03,Buy
IBEX,2.29,6.2374,69.49,Buy
RMD,7.89,17.8770,38.26,Buy
GLOB,7.01,28.5615,7.48,Buy
ALL,11.96,-13.8104,51.72,Buy
INST,0.95,26.8043,39.88,Buy
CEQP,1.72,9.9698,140,Hold
FCFS,6.82,6.8969,89.94,Buy
HWM,2.12,17.3207,108.61,Buy
NARI,0.36,-190.6937,7.5,Buy
GTY,1.29,16.2920,80.38,Hold
JANX,-2.21,-2.8192,8.42,StrongBuy
LFCR,0.22,-30.7379,473.87,Buy
BGNE,-9.24,-12.4732,17.84,Buy
LNTH,6.12,21.8972,107.21,Buy
AKAM,6.41,16.9632,76.54,Hold
CROX,13.06,7.4132,192.42,Buy
NYT,1.57,19.9055,0,Hold
DVA,7.8,10.6858,436.5,Hold
AXS,9.24,9.4537,30.29,Hold
UPBD,3.77,11.3055,245.64,Buy
TENB,0.79,-154.9123,133.5,Buy
EXR,5.86,24.7201,191.33,Buy
DLX,3.31,7.5343,282.82,Buy
CABO,54.92,7.9375,213.85,Hold
NEOG,0.75,30.4365,28.79,Buy
FORM,1.27,59.3646,5.9,Buy
HUM,32.07,7.4440,72.24,Buy
KAMN,0.8,9.5567,85.83,Hold
TCMD,0.41,26.4914,43.8,StrongBuy
AY,0.47,11.1796,326.14,Buy
LVS,2.98,28.1465,358.74,Buy
TKR,7.59,7.8900,82.82,Buy
TJX,4.08,18.6466,190.19,Buy
DASH,-0.78,-43.4559,7.77,Buy
AMED,4.64,18.2682,45.89,Hold
CUTR,-2.68,-7.3251,0,Hold
ODP,5.74,7.1212,76.57,Buy
GOOS,1.3,14.0148,196.91,Hold
LBRDK,9.93,57.3847,45.48,Buy
PERI,2.75,9.1836,1.48,Buy
