-0.26,-36.4619,927.64,Hold
3.25,3.4353,52.86,Buy
0.23,44.9428,107.17,Buy
5.62,16.9768,141.34,Hold
3.38,14.1083,11.38,Buy
1.33,7.1856,0,StrongBuy
3.03,20.3798,89.96,Buy
-4.5,-0.3828,16.02,Buy
12.67,16.4052,61.17,Hold
3.83,22.5670,126.77,Hold
0.4,-45.4071,6.12,Buy
-0.21,-8.6496,74.58,Buy
2.22,6.8705,146.88,Buy
23.3,6.9844,65.75,Buy
0.15,-43.6292,7.22,Buy
-2.4,-1.5311,9.3,Hold
0.17,15.7742,86.1,Hold
3.38,5.8620,59.56,Buy
5.79,6.6347,121.13,Buy
4.64,12.2260,158,Buy
2.24,26.0534,51.14,Buy
4.24,10.0292,13.43,Hold
3.49,6.5510,0,Hold
-0.3,-55.0492,22.48,Buy
-2.98,-8.9197,1.17,Buy
-0.63,-7.3438,79.66,Buy
0.23,13.5077,318.3,Hold
6.69,5.9391,82.81,Buy
0.55,11.9676,114.59,StrongBuy
3.41,6.4196,1.6,Buy
1.27,26.1696,98.97,Buy
0.99,8.4063,231.28,Buy
-1.75,-0.3505,31.71,Buy
-0.85,-1.8644,1.93,Buy
26.01,18.5128,14.46,Buy
4.48,-68.5168,612.49,Buy
-0.63,-16.1442,0,Buy
10.36,5.5757,57.83,Hold
2.23,25.9330,92.15,Hold
-0.15,-12.7161,0,Buy
1.8,11.7744,329.93,Buy
0.5,47.5057,98.13,Buy
10.57,8.9737,116.33,Hold
1.9,11.2176,473.28,Hold
3.04,6.5095,44.35,Buy
2.13,14.8662,656.64,Buy
-2.54,-5.3700,0.83,Buy
32.9,11.9501,272.27,Buy
-0.7,-11.4128,0,Buy
4.35,10.0619,104.02,Buy
1.72,4.0793,97.5,Hold
10.41,3.6158,60.86,Buy
11.81,13.8249,93.45,Buy
2.42,8.5982,160.16,Hold
3.49,-581.2633,42.27,Buy
2.17,1.9666,58.7,Hold
1.52,2.7163,2037.52,Hold
0.59,10.8745,827.86,Hold
1.84,10.9733,171.78,Buy
2.83,15.8059,47.18,Buy
5.91,14.2033,122.09,Buy
2.32,14.8475,192.03,Hold
8.56,19.1960,120.52,Hold
5.8,12.6281,205.37,Buy
0.99,13.4481,7.3,StrongBuy
3.09,9.1588,225.89,Buy
0.24,2.2661,44.76,Buy
0.18,18.5625,2778.21,Hold
6.83,6.9114,140.01,Buy
-3.18,9.7040,80.89,Hold
3.84,11.0906,125.17,StrongBuy
-0.75,-8.1363,6.4,Buy
4.24,13.5829,30.04,Buy
0.41,27.3432,18.51,Buy
9.68,9.1068,75.02,Buy
-3.29,1.9740,100.58,Sell
8.14,21.5626,6.86,Hold
1.32,10.8228,77.36,Hold
-0.32,5.1769,189.6,Buy
2.13,9.9152,559.12,Buy
2.31,10.5094,7.79,Hold
0.77,6.8795,69.75,Buy
2.4,15.6436,76.99,Buy
1.94,18.5142,2702.6,Buy
0.26,14.0862,45.51,Hold
-2.33,-1.5109,0.92,StrongBuy
1.3,13.4233,57.56,Buy
1.3,-17.8328,131.76,Buy
4.07,10.3392,0,Sell
6.71,19.3759,29.3,Buy
-0.46,-4.4497,0,Buy
4.62,8.6200,14.28,Buy
0.6,45.4116,0,Hold
0.21,30.4487,3.07,Buy
6.75,7.5790,215.7,Buy
-3.31,-2.7118,27.51,Buy
4.33,15.9111,14.27,Hold
3.13,36.6780,50.31,Buy
-0.2,-11.5914,301.46,Buy
5.61,21.0198,20.22,Hold
-3.99,11.1884,11.29,Buy
0.96,91.1399,3.03,Buy
8.14,21.7585,0,Buy
-0.56,-15.7197,129.62,Buy
0.84,2.3419,55.62,Hold
0.55,6.0984,426.12,Buy
13.01,14.4663,418.83,Sell
2.64,38.6155,46.91,Buy
5.24,5.6122,53.52,Buy
0.43,14.2022,18.77,Hold
0.01,-9.0901,0.43,Hold
0.59,8.2579,268.44,Buy
0.11,13.6372,133.44,StrongBuy
3.9,7.4647,85.42,Buy
6.52,50.6063,0,Buy
1.88,4.7212,4.28,Hold
5.04,11.8505,166.24,Hold
0.82,10.9931,226.03,StrongBuy
2.7,14.3175,139.25,Hold
4.06,17.4719,211.96,Buy
4.21,16.2985,18.99,StrongBuy
1.65,-8.4492,71.56,Buy
5.27,40.5842,109.27,Hold
1.23,15.8066,53.71,Buy
3.4,15.3797,369.49,Buy
-0.16,-12.9725,111.07,Buy
0,41.0658,187.82,Hold
-0.19,-26.4769,24.09,Buy
-0.04,14.4656,27.61,Hold
2.15,-164.5954,173.12,Buy
-1,-21.9041,1.31,Buy
-1.65,-5.2992,11.28,Hold
-0.2,-1.6683,1.67,Buy
14.91,13.7298,58.96,Buy
9,6.8722,53.06,Hold
2.65,16.6518,13.62,Buy
3.68,7.5419,0,Hold
-0.96,-2.7735,25.55,Hold
-1.83,-1.0856,71.72,Buy
0.41,23.5752,102.37,Buy
1.04,6.6752,49.46,Buy
0.14,-14841.9880,8.31,Buy
0.17,-5.5715,22.96,StrongBuy
0.38,-95.8471,4.27,Buy
1.74,8.1483,42.21,Buy
4.78,14.7855,100.75,Buy
-0.43,-8.8766,11.56,Buy
1.94,-85.3986,1118.19,Hold
1.99,2.3624,457.25,Buy
4.39,14.5895,112.01,Buy
6.4,128.2752,133.32,Buy
0.38,-39.0191,55.17,Buy
10.69,19.8512,0,Hold
0.81,8.5878,11.56,StrongBuy
2.98,9.7088,40.09,Hold
-0.33,-12.9952,25.8,Buy
-0.14,-64.8211,1484.75,Buy
1.22,11.6487,92.86,Buy
-2.27,-0.0052,0.65,Hold
6.45,17.8581,75.27,Buy
16.07,20.0562,7533.95,Hold
8.56,13.5637,68.82,Buy
4.19,43.4988,45.94,Hold
1.65,22.5076,46.23,Buy
0.08,-4.1593,1.96,Hold
3.15,21.7903,158.85,Buy
0.82,6.4545,359.71,Buy
1.41,6.0117,3.47,StrongBuy
2.85,20.7160,111.9,Buy
2.21,5.7216,7.33,Buy
3.11,5.9201,234.25,Buy
0.32,16.0828,101.41,Buy
18.56,9.4395,61.43,Buy
5.09,16.5936,229.88,Buy
1.12,21.5742,38.13,Buy
5.04,9.1805,61.51,Buy
7.39,18.3458,71.67,Buy
5.1,11.2141,20.59,Hold
0.59,58.3709,611.27,Buy
27.01,11.6286,91.64,Buy
17.45,12.0804,107.49,Buy
0.74,17.8320,92.17,Buy
19.95,10.0975,74.05,Buy
1.29,-389.0258,802.88,Buy
45.13,22.3838,0,Hold
1.97,2.0623,60.52,Hold
2,15.8047,78.65,StrongBuy
-2.85,3.4471,27.06,Buy
-0.02,-39.9151,7.18,Buy
1.15,15.3589,122.88,Buy
0.46,13.4966,207.19,Buy
0.01,5.5321,0,Hold
0.36,11.5193,125.74,Buy
71.54,25.2683,0.2,Buy
-0.57,1612.2267,29.89,Buy
2.02,5.4076,663.8,Hold
5.9,9.1719,56.77,Buy
0.74,53.6555,17.82,Buy
0.52,23.0005,58.24,Buy
7.71,16.4141,30.23,Buy
18.04,9.9540,152.34,Buy
0.89,34.6962,0.69,Hold
9.99,12.1416,104.42,Buy
2.62,1.8638,48.27,Buy
15.03,5.6728,59,Buy
0.83,41.0781,54.96,Buy
0.49,-14.9416,28.16,Hold
0.12,16.8144,29.16,Buy
3.1,38.4668,7.18,Hold
0.62,-60.9095,0,Hold
2.2,18.3229,53.6,Buy
1.08,3.4916,0.2,Buy
0.55,23.3409,55.94,StrongBuy
1.86,17.7306,105.36,Buy
4.24,56.2433,149.19,Buy
-1.55,-4.9262,104.18,Buy
-10.01,-1.7506,6.95,Buy
7.47,4.3533,48.73,Hold
2.01,7.8976,48.66,Hold
0.31,21.0795,149.57,Buy
59.5,6.0203,29.93,Sell
5.99,7.6773,62.76,Buy
4.41,27.1479,133.44,Buy
3.89,8.4124,79.5,Hold
2.36,11.7605,40.99,Buy
5.07,14.6896,73.54,Buy
3.58,9.2515,0,Buy
13.13,23.6897,2.09,Hold
9.74,13.3326,73.42,Buy
9.92,14.9624,175.94,Buy
-0.1,-14.3085,73.69,Buy
0.69,-2.8266,43.6,Buy
3.99,8.5244,176.61,Hold
0.63,28.1007,74.05,Hold
-2.47,-7.4091,0,Buy
0.22,-3.5957,0,Buy
0.19,3.5492,0.42,Sell
8.4,14.8660,99.47,Buy
0,-822.6628,152.44,Buy
0.64,10.1461,0,Buy
1.11,18.3120,80.99,Buy
23.63,1638.3861,42.78,Buy
2.15,17.6385,84.93,Buy
0.83,7.7131,277.46,Buy
2.14,-20.9176,12.14,Buy
2.09,11.5575,35.55,Buy
0.04,-147.6172,41.92,Buy
-7.58,-11.0573,714.72,Hold
3,4.1882,31.46,Hold
4.89,8.1105,36.4,Hold
-1.26,525.9780,321.17,Buy
1.39,55.2663,1308.54,Buy
-0.5,-10.9195,4.4,Buy
13.82,6.6688,27.93,Buy
6.09,26.7258,146.66,Buy
-3.76,-2.1663,0,Buy
-1.93,-1677.8460,0.39,Buy
0.71,11.1393,0,Buy
1.19,6.5010,8.98,Buy
-1.1,11.4697,151.88,Buy
1.68,2.3820,38.25,Hold
7.81,-0.9787,129.68,Hold
3.51,66.2406,7.3,Buy
2.71,38.9283,138.3,Buy
20.94,7.5585,14.79,Buy
2.44,9.8176,230.63,Buy
6.21,15.1637,427.7,Hold
1.24,9.0357,244.14,Buy
0.99,4.9221,320.78,Hold
0.73,-195.1502,0,Buy
11.65,29.1453,156.72,Buy
2.82,22.1588,52.77,Hold
-0.43,-13.2766,117.73,Buy
2.12,19.2371,18.29,Hold
0.55,0.4651,25.91,Buy
0,-36.2848,23.26,Buy
2.24,100.5018,252.36,Buy
13.42,4.1098,86.84,Buy
8.83,19.9495,134.78,Buy
6.18,22.8507,181.31,Buy
0.47,10.6711,79.94,Buy
3.09,7.1672,0.24,StrongBuy
-4.41,-6.5195,0,Buy
4.47,15.5370,64,Buy
-0.81,-19.1171,13.55,Buy
14.54,12.4570,0,Buy
4.15,54.4482,5.19,Buy
6.63,18.7025,27.39,StrongBuy
14.97,33.7319,0,Buy
2.5,4.0916,21.64,Buy
17.68,12.0661,907.6,Hold
4.82,18.3023,93.37,Buy
5.63,11.4050,15.46,Hold
-3.17,-13.5090,0,Buy
0.89,13.6265,555.67,Buy
0.67,4.4895,17.48,StrongBuy
0.9,4.5695,52.67,StrongBuy
6.88,9.0859,84.36,Hold
6.17,13.3234,62.01,Buy
1.71,10.0712,134.73,Hold
10.64,17.3894,406.21,Buy
-2.41,-33.2858,0,Buy
2.57,9.5765,41.72,Buy
-3.76,-2.9114,22.37,StrongBuy
4.83,20.1511,392.9,Buy
1.49,29.7099,5.92,Buy
7.65,8.5831,131.04,Hold
4.84,8.5482,0,Hold
2.54,3.6649,77.58,Hold
-7.79,-1.2671,0.97,Buy
7.66,10.6248,109.24,Buy
1.3,11.6691,50.16,Buy
0.85,7.4116,79.12,Hold
0.59,14.6417,596.87,Buy
2.8,25.4539,49.53,Buy
3.38,2.3525,73.71,Hold
-0.56,-40.1202,0,Buy
-0.01,-10.4001,60.81,Buy
4.74,13.5787,112.75,Hold
-0.15,-5.5923,4.99,Buy
2.25,3.3363,2.13,Buy
1.76,43.4097,0,Buy
-2.2,-0.8961,15.77,Buy
12.39,6.1565,91.52,Buy
6.45,-296.8013,73.9,Buy
1.06,7.8959,80.76,Hold
-3.5,-1.0022,6.88,Buy
1.64,7.8360,79.14,Hold
3.22,17.4211,2853.65,Hold
3.22,22.1137,28.4,Hold
5.68,5.2033,50.94,Hold
-1.88,-0.8073,6.9,Buy
15.29,17.8270,42.4,Buy
13.14,4.0432,97.82,Buy
2.68,10.1410,103.48,Buy
1.14,3.4129,0.61,Hold
1.18,5.7577,8.4,Hold
3.94,158.4333,57.71,Buy
10.81,20.1937,339.86,Buy
2.29,4.3318,10.95,Buy
1.94,11.6117,100.44,Buy
1.35,6.8481,98.57,Buy
0.6,18.2308,0.43,Buy
0.7,13.1805,112.36,Buy
0.47,13.7444,80.1,StrongBuy
1.66,68.1200,67.57,Sell
7.95,8.2968,294.36,Buy
10.18,12.6561,59.68,Buy
2.58,7.0932,5.69,Buy
1.1,12.6992,42.43,Buy
4.86,7.2314,93.63,Hold
6.24,8.9271,7.2,Buy
0.82,18.7200,0.83,Buy
1.1,33.1000,42.42,Buy
1.71,19.0733,43.53,Buy
0.7,16.6937,33.65,Buy
2.05,5.0302,109.28,Buy
3.72,8.5250,57.41,Buy
1.77,1037.4173,696.07,Hold
-2.1,-0.8737,0.34,Buy
28.28,10.7275,71.9,Buy
-1.12,-1.8838,3.91,StrongBuy
0.17,-9.2047,44.68,Buy
19.46,9.3841,73.61,Buy
2.22,33.0335,46.03,Buy
1.44,6.2719,79.2,Buy
6.38,10.5459,31.26,Hold
1.79,4.0673,11.46,Hold
5.13,20.5440,36.74,Buy
2.03,10.3044,150.82,Buy
-1.02,-5.3007,2.49,Buy
-0.95,-6.2333,6.24,Buy
0.93,30.3614,0.07,Buy
3.24,9.3080,105.12,Buy
5.06,32.3802,74.39,Buy
-5.09,38.7514,6.89,Buy
0,19.9675,161.87,StrongBuy
0.23,67.7896,84.47,Hold
0.48,22.7970,0,StrongBuy
-0.45,-6.4718,1.49,Buy
5.65,289.2964,186.47,Buy
-0.43,-3.6110,105.6,Hold
1.33,9.3515,144.35,Buy
0.68,17.3047,110.48,Buy
9.92,9.7407,177.26,Buy
1.2,7.0944,63.73,Buy
1.69,18.4125,66.97,Hold
0.11,-12.3353,3.12,Hold
1.13,13.7995,72.45,Buy
2.02,12.0565,43.97,Buy
3.1,9.8118,156.17,Buy
-0.35,-278.2460,1.39,Buy
2.38,7.0330,29.7,StrongBuy
0.33,10.0842,0,Hold
3.56,0.2605,5.11,Buy
1.91,8.0596,6458.33,Hold
0.94,16.6808,9.93,Buy
0.16,-8.1014,64,Buy
1.01,16.2411,87.6,Buy
-2.45,-2.4796,5.73,StrongBuy
1.69,12.0042,75.53,Buy
5.72,12.2222,37.59,Hold
2.27,4.2671,34.95,Buy
-1.2,-3.4105,105.24,Buy
1.02,19.4733,73.65,StrongBuy
-2.52,-23.5982,0,Hold
5.09,17.4842,23.89,Buy
-1.86,-2.5773,10.11,Buy
5.84,5.9560,85.91,Hold
6.77,9.2717,119.68,Buy
4.1,13.1503,53.55,Hold
3.08,14.0760,140.05,Buy
-0.43,9.1266,189.98,Hold
5.92,19.8311,0,Buy
2.87,-43.9576,5.01,Buy
0.47,24.1895,27.8,Buy
5.32,8.5652,19.62,Hold
1.2,5.3189,134.95,Sell
10.82,4.3725,433.64,Buy
1.35,12.6144,69.71,Hold
1.02,5.2133,78.72,StrongBuy
-2.82,-6.5301,31.89,StrongBuy
1.36,-48.5005,41.99,Hold
-0.01,-8.4937,269.49,Buy
2.35,13.7853,51.46,Hold
-4.28,-13.2783,0.43,Buy
-0.87,3.5837,1.29,Buy
0.53,171.4530,1.75,Buy
-1.41,-9.5491,69.44,Buy
40.46,6.3925,145.28,Buy
10.83,9.4910,207.67,Buy
0.8,4.8476,462.41,Hold
1.15,665.4234,54.4,Buy
4.8,32.2782,14.92,Buy
2.2,4.0641,74.3,Hold
2.78,8.7802,133.52,Buy
6.8,4.2815,38.08,Hold
1.97,19.2744,9.9,Sell
1.21,10.8503,99.59,Hold
1.09,15.3919,75.38,Buy
4.06,5.4165,70.56,StrongBuy
-3.46,-8.3748,6.8,Buy
-3.67,-11.5897,1.06,StrongBuy
13.78,6.6676,64.42,Buy
4.59,7.7703,0,Hold
5.13,17.7677,126.41,Buy
-0.78,-2.8849,8.98,Buy
8.57,9.4719,74.72,Buy
3.25,9.5735,128.01,Hold
-1.44,-17.6614,14.89,Buy
1.47,13.0775,2.83,Buy
3.07,2.0601,71.12,Buy
-2.65,-3.4176,0.6,StrongBuy
2.52,45.6714,0,Hold
6.64,5.8290,69.47,Hold
0.24,18.0298,241.15,StrongBuy
30.76,4.1143,32.28,Hold
-2.03,-1.6819,1.01,Buy
0.88,33.6692,40.47,Buy
0.7,1.7862,26.75,Buy
5.9,4.0661,50.24,Buy
-2.86,-12.1990,0,Buy
17.36,0.7771,28.2,Hold
1.23,13.7283,117.42,Buy
5.07,6.9749,115.3,Buy
9.59,8.0837,71.71,Buy
1.11,-27.9131,78.3,Buy
0.09,9.6331,44.67,Buy
3.99,5.8086,23.39,Buy
0.78,15.7739,113.09,Buy
1.22,20.1971,78.85,StrongBuy
0.11,-192.5637,11271.23,Buy
3.05,9.9874,49.29,Hold
-0.53,-6.7872,25.96,Buy
-0.41,2.4368,0,Buy
4.02,12.3116,82.87,Hold
1.19,7.5302,0,Buy
1.61,20.2099,4.51,Buy
0.13,32.9372,6.2,Hold
1.86,9.5989,84.66,Buy
7.83,3.8007,76.09,Buy
4.33,13.6312,73.77,Buy
8.54,13.2957,75.53,Buy
16.34,6.9183,69.45,Hold
0.58,8.6951,72,Buy
2.73,6.5716,208.19,Buy
4.32,13.2996,154.43,Buy
-2.43,-2.2515,186.89,Buy
1.14,11.9251,236.44,Buy
16.71,17.2537,27.59,Buy
7.12,14.0127,193.53,Hold
-4.95,-3.8872,16.95,StrongBuy
3.4,4.9544,27.8,Buy
6,1.6446,59.19,Buy
0.61,7.6467,121.65,StrongBuy
0.95,11.4051,153.58,Hold
-4.9,-4.6177,1246.52,Buy
7.84,14.8719,40.41,Buy
0.65,14.7724,135.59,Hold
7.41,20.7516,153.55,Hold
1.17,-7421.7360,282.02,Buy
7.99,57.3258,45.48,Buy
2.12,10.7697,137.33,Buy
1.3,21.3434,215.2,Buy
-5.66,-2.4986,21.82,Buy
2.61,4.5341,67.31,Hold
2.25,10.7832,1411.51,Buy
2.64,26.4350,50.56,Buy
6.8,28.9312,0.88,Buy
1.01,8.9036,40.41,Buy
-0.51,-6.2204,0.11,Buy
0.29,162.9433,1.7,StrongBuy
1.7,10.5821,174.08,Hold
1.55,21.8499,177.59,Buy
0.09,24.9527,82.06,Hold
23.38,6.6315,36.32,Buy
2.07,6.4606,5.36,Buy
-5.26,-5.4114,4.28,StrongBuy
18.17,19.0933,2878.28,Hold
1.17,62.7517,9.19,Buy
0.54,-163.8573,6.21,Buy
-0.03,17.9452,90.67,Hold
0.24,16.2122,70.74,Hold
0.53,8.3100,159.14,Buy
0.89,23.6790,75.91,Buy
8.66,12.2752,39.86,Buy
3.13,15.1430,144.65,Buy
1.34,8.7165,79.64,Buy
1.46,60.3787,15.47,Buy
3.16,4.0868,87.72,Buy
-1.98,-11.4535,0.31,Buy
7.6,4.0150,12.76,Hold
0.17,-427.0126,0.49,Buy
2.88,8.6338,118.8,Buy
3.04,10.1769,123.06,Buy
-3.75,-1.3973,253.66,Buy
0.48,9.2174,24.25,Buy
2.75,10.8471,0,Hold
0.73,5.2867,131.94,Buy
4.67,20.6331,478.76,Hold
2.19,7.4335,215.93,Hold
7.66,14.5089,262.37,Buy
0.95,9.0683,138.72,StrongBuy
4.94,12.8087,32.39,Buy
4.14,28.3973,79.01,Buy
1.8,11.2751,211.24,Buy
5.98,18.9693,103.72,Hold
9.7,17.9447,80.08,Hold
0.41,0.7224,21.69,Buy
15.62,90.5210,39.83,Buy
-0.64,10.0813,80.74,Hold
4.75,7.9764,0,Buy
0.12,90.0889,290.56,Buy
0.17,-33.6639,0,Buy
2.82,-104.0196,139.47,Buy
-4.46,-5.7370,8.86,StrongBuy
7.07,10.3876,712.16,StrongBuy
1.1,11.0777,197.68,Buy
2.64,7.7594,25.99,Hold
0.3,386.2420,63.76,Buy
-1.24,52.8523,29.77,StrongBuy
1.66,8.0043,269.12,Buy
1.58,2.7790,189.06,Buy
-2.54,-22.5359,66.25,Buy
0.67,15.9030,213.25,Hold
2.11,25.8213,18.68,Buy
4.64,16.3032,45.67,Hold
6.8,7.2630,411.66,Hold
1.53,6.9039,157.13,Hold
2.18,4.0742,40.87,Buy
4.16,14.4983,90.89,Buy
4.91,19.4472,0,Buy
1.82,6.4853,56,Buy
1.07,11.5203,136.06,StrongBuy
14.45,18.8173,16.36,Buy
0.74,7.8487,0,Buy
0.35,39.0056,7.24,Buy
4.73,22.9437,88.13,Hold
7.96,8.7927,72.32,Hold
19.56,2.3434,0.72,Hold
28.09,11.7597,189.88,Hold
0.9,11.6490,116.28,Buy
1.79,29.5637,0.52,Buy
-0.6,-20.0503,47.07,Buy
0.32,10.8824,39.69,Hold
1.04,7.9848,158.43,Buy
0.16,97.5698,141.87,Buy
1.44,4.1866,96.97,Hold
2.15,6.6726,74.68,Hold
5.5,10.0891,100.45,Buy
5.29,19.4278,69.54,Buy
2.62,6.7078,1.66,Buy
1.13,10.0677,30.26,StrongBuy
0.27,7.5004,67.45,Buy
4.51,8.2701,187,Buy
6.1,13.5481,106.6,Buy
8.54,14.2478,54.13,Buy
-1.69,-14.6213,52.98,Buy
0.4,-9.3880,0.99,Buy
1.64,-49.2918,143.94,Buy
6.5,4.5558,60.41,Buy
4.26,17.7595,125.37,Buy
1.36,13.1958,6.87,Buy
1.28,2.2527,70.64,Buy
9.54,560.5570,24.56,Buy
2.87,15.2726,166.75,Buy
0.28,9.2555,28.24,Buy
7.17,6.9033,51.44,Buy
1.79,24.7367,12.85,Hold
-0.74,-10.8822,10.9,Buy
3.57,11.7878,99.32,Hold
1.44,6.3563,41.67,StrongBuy
2.5,5.8454,950.67,Hold
-2.39,-22.5376,22.64,Buy
0.57,17.3597,73.57,Buy
3.1,6.2216,85.51,Buy
2.36,11.3436,289.52,Hold
8.28,4.7557,103.79,Buy
4.41,6.4566,232.25,Buy
1.29,24.8851,4.06,Buy
24.66,10.7714,112.64,Buy
5.5,3.8677,1.52,StrongBuy
0.71,13.8467,153.7,Hold
2.25,8.0525,0,Hold
-3.42,-0.3493,14.5,StrongBuy
18.22,4.5477,40.85,StrongBuy
1.24,11.4126,249.52,Buy
1.36,7.5966,76.72,Hold
2.05,8.5302,319.05,Buy
8.89,15.5113,0.73,Hold
-0.03,33.6339,74.18,Buy
0,8.3338,597.37,Buy
2.19,7.7843,0.99,Buy
4.69,7.2010,5.14,Buy
4.37,13.7564,89.11,Buy
6.75,7.0153,142.12,Hold
3.45,3.5448,60.26,Buy
-0.59,-5.4362,80.8,Buy
3,5.4096,100.08,Hold
25.55,1.7484,46.95,Buy
1.19,8.5300,0,Buy
1.92,16.2360,56.88,Buy
0.38,12.2049,129.8,Hold
0.2,-18.6658,17.36,Buy
-12.87,-9.2978,96.28,Buy
-2.53,-7.0358,5.6,StrongBuy
-1.1,-8.8499,61.92,Buy
-1.25,-2.1152,94,StrongBuy
-2.31,-7.6817,0.2,Buy
7.07,7.9801,326.34,Buy
1.6,1.6152,0.11,Hold
17.6,6.3033,59.95,StrongBuy
1.59,2.8693,6.51,Buy
6.36,7.6991,58.34,StrongBuy
-0.37,-30.9260,3.06,Buy
-1.75,-0.4474,3.19,Buy
7.18,8.5032,92.26,Buy
5.54,6.4105,95.6,Buy
1.27,6.6573,0.09,Buy
3.5,19.8759,0,Buy
-0.04,9.7679,35.87,Hold
27.79,6.7329,280.26,Buy
7.2,11.8233,274.84,Buy
0.36,-64.1781,1.99,Buy
3.97,16.1297,139.71,Buy
1.26,-35.6716,1.32,Buy
-0.03,-20.7332,58.08,Hold
8.74,4.4032,226.91,Hold
-0.55,-11.9280,0,Buy
3.72,26.2449,6.36,Buy
1.2,2.9258,8.43,Buy
26.08,14.2491,71.17,Buy
0.51,29.1289,429.04,Hold
1.89,53.5698,58.09,Buy
-0.06,-28.7686,1.59,Buy
3.3,11.8128,39.93,Buy
0.69,14.5617,78.54,Buy
-0.93,-12.3459,70.96,Buy
3.8,13.7509,0,Buy
5.57,9.3376,168.77,Hold
0.1,15.5614,32.63,Buy
5.95,3.1258,73.66,StrongBuy
0.14,-14.1744,4.55,Buy
0.49,5.4314,16.5,Hold
6.68,6.8670,300.9,Buy
2.84,22.7073,0,Buy
0.78,21.1138,75.68,Buy
3.28,8.7771,1228.44,Buy
1.16,22.8847,26.29,Hold
0.19,5.9083,922.58,Buy
0,10.9501,87.48,Buy
0.79,1.2403,58.4,Buy
8.29,11.0699,104.1,Buy
2.47,10.1227,10.58,Buy
2.71,4.1042,20.22,Buy
0.49,-73.1105,134.13,Hold
-2.38,-3.4435,12.27,Buy
15.41,2.3360,80.43,Buy
4.24,17.5106,88.47,Buy
6.69,2.1450,36.23,Hold
1.14,10.7851,21.49,Buy
6.82,14.1416,0,Buy
2.85,11.3007,86.67,StrongBuy
0.67,5.1710,47.85,Buy
2.12,16.2811,4.1,Hold
2.38,10.5034,105.42,Buy
0.97,12.8899,47.06,Buy
12.24,120.3678,31.94,Buy
1.78,1.5513,25.91,StrongBuy
0.64,-13.4231,33.29,Buy
3.04,9.2773,125.45,Buy
0.67,97.4204,124.14,Buy
-0.97,-6.1894,1614.23,Buy
-3.35,-17.1759,4.21,Buy
1.7,11.5645,106.6,Buy
0.12,7.3418,68.77,Buy
-3.74,-9.8820,0.41,Buy
1.23,-115.3922,9.62,Buy
0.53,18.1533,204.03,Buy
5.09,11.2093,196.17,Hold
14.17,22.6439,34.46,Buy
2.29,15.7961,61.56,Hold
0.85,11.7493,143.6,Buy
7.38,11.4076,143.04,Buy
9,9.9571,160.73,Buy
-2.35,-1.2672,3.41,StrongBuy
1.82,15.6786,93.2,Buy
